name_1	name_2	raw_distance	squared_similarity	jaccard_index	dss_index	adjacency_index	raw_dss_non_anchor	raw_dss_anchor	non_anchor_domains	anchor_domains	combined_group	shared_group	parent	class	order	family	genus	species
HN049	USHLN262	0.299099564552307	0.491261422634125	0.647058844566345	0.700900435447693	0.555555582046509	0.340227544307709	0.120878405869007	52	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-116	USHLN271	0.227020114660263	0.597497880458832	0.69767439365387	0.772979915142059	0.545454561710358	0.259749501943588	0.109739765524864	43	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN007	MMO-126	0	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN164	VD30	0.0108670387417078	0.978384017944336	1	0.989132940769196	1	0.0109241800382733	0.0104860970750451	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
HN109	USHLN291	0.100865371525288	0.808443069458008	0.896551728248596	0.899134635925293	0.833333313465118	0.0940339863300324	0.118513122200966	31	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-90	USMM051	0.0829967334866524	0.840894997119904	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS222	HN117	0.293280243873596	0.499452829360962	0.579710125923157	0.706719756126404	0.516853928565979	0.222186133265495	0.399921387434006	66	11	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_K
USHLN262	USMM062	0.28556364774704	0.510419309139252	0.671875	0.71443635225296	0.469879508018494	0.320728421211243	0.109739765524864	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USHLN296	USMM051	0.20218899846077	0.636502385139465	0.720930218696594	0.797810971736908	0.592592597007751	0.228787913918495	0.109092801809311	42	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
AS212	MMO-116	0.250157296657562	0.562264084815979	0.71875	0.749842703342438	0.610389590263367	0.277796715497971	0.10505036264658	63	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USHLN157	USHLN184	0.286889672279358	0.50852632522583	0.600000023841858	0.713110327720642	0.528301894664764	0.304055631160736	0.23682227730751	35	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis
MMO-37	USMM064	2.88151222775923e-05	0.999942362308502	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-25	USHLN168	0.0770913437008858	0.851760387420654	0.875	0.922908663749695	0.879999995231628	0.106954917311668	0.00243240338750183	50	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN177	USMM058	0.0982806086540222	0.813097834587097	0.866666674613953	0.901719391345978	0.768115937709808	0.103404685854912	0.0726602450013161	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
AS222	USHLN08	0.292930096387863	0.499947845935822	0.571428596973419	0.707069873809814	0.51111114025116	0.2216856777668	0.399796724319458	66	11	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_K
USHLN06	USMM072	0.225984483957291	0.59909999370575	0.555555582046509	0.774015545845032	0.578947365283966	0.219704896211624	0.236973747611046	21	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola
AS216	USHLN178	0.165783107280731	0.695917785167694	0.754098355770111	0.834216892719269	0.671232879161835	0.184945732355118	0.0619856230914593	65	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia sp002298805
USMM046	USMM048	0	1	1	1	1	0	0	49	3	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
AS212	USMM062	0.250184953212738	0.562222599983215	0.71875	0.749815046787262	0.610389590263367	0.277829647064209	0.10505036264658	63	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USHLN168	USHLN181	0.121591746807098	0.77160108089447	0.595744669437408	0.878408253192902	0.557692289352417	0.247654020786285	0.0152267087250948	54	16	NRPS - NRPS	NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN06	USHLN179	0.229424476623535	0.593786656856537	0.555555582046509	0.770575523376465	0.538461565971375	0.221095979213715	0.243999347090721	21	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola
USMM086	USMM093	0.117278598248959	0.779197096824646	0.895833313465118	0.882721424102783	0.796296298503876	0.140666469931602	0.0576395429670811	51	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis
MMO-83	USMM064	0.0894651710987091	0.829073667526245	1	0.910534858703613	1	0.0858533158898354	0.101203702390194	26	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-122	VD12	0.171924918889999	0.685708343982697	0.818181812763214	0.828075110912323	0.739130437374115	0.19551545381546	0.115897379815578	19	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN110	MMO-116	0.0894041508436203	0.829184830188751	1	0.910595834255218	1	0.0857735201716423	0.101203702390194	26	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-126	USMM059	0.0829967334866524	0.840894997119904	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS093	AS170	0.072872631251812	0.859565138816833	0.901639342308044	0.927127361297607	0.846153855323792	0.0756072998046875	0.031168831512332	61	1	hserlactone.NRPS-like - hserlactone.NRPS-like	hserlactone.NRPS-like	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
USMM062	USMM063	0	1	1	1	1	0	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN120	USMM061	0.0485524460673332	0.905252456665039	0.982456147670746	0.951447546482086	0.9375	0.0511307045817375	0.0352314412593841	62	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS222	USMM085	0.0607027933001518	0.882279217243195	0.962962985038757	0.939297199249268	0.912280678749084	0.0801101326942444	0.0301362350583076	63	10	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_K
HN028	VD12	0.176911875605583	0.677474081516266	0.666666686534882	0.823088109493256	0.666666686534882	0.190030336380005	0.155594348907471	13	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena
USHLN16	USMM061	0.255262047052383	0.554634630680084	0.483870953321457	0.744737923145294	0.483870953321457	0.264736145734787	0.2386824041605	14	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis
USHLN159	USHLN256	0.0750096142292023	0.855607211589813	1	0.92499041557312	1	0.0630396381020546	0.154809445142746	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
ERR3376859.5	M51	0.100680753588676	0.808775126934052	0.952380955219269	0.899319231510162	0.914893627166748	0.113340102136135	0.0728301927447319	44	5	NRP-metallophore.redox-cofactor.NRPS - NRP-metallophore.redox-cofactor.NRPS	NRP-metallophore.redox-cofactor.NRPS	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter seifertii
USHLN260	USHLN33	0.112802296876907	0.787119746208191	0.800000011920929	0.887197732925415	0.816666662693024	0.125880554318428	0.0817414224147797	57	6	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
USHLN296	VD12	0.169091433286667	0.690409064292908	0.923076927661896	0.830908536911011	0.857142865657806	0.20835055410862	0.110202766954899	12	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
AS216	MMO-89	0.270144432783127	0.532689154148102	0.489795923233032	0.729855537414551	0.46428570151329	0.270851850509644	0.268316954374313	31	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia sp002298805
HN176	USMM072	0.0829967334866524	0.840894997119904	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS083	HN039	0.08152636885643	0.843593835830688	0.866666674613953	0.918473601341248	0.811320781707764	0.102278597652912	0.0382925570011139	50	6	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
MMO-43	USHLN270	0.132833376526833	0.751977920532227	0.896551728248596	0.867166638374329	0.810810804367065	0.138203471899033	0.118513122200966	32	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS142	USHLN165	0.0416426919400692	0.918448746204376	1	0.958357334136963	1	0.0302144214510918	0.11878352612257	81	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA
MMO-116	USMM055	2.88151222775923e-05	0.999942362308502	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-109	MMO-42	0	1	1	1	1	0	0	64	22	NRP-metallophore.NRPS.T1PKS - NRP-metallophore.NRPS.T1PKS	NRP-metallophore.NRPS.T1PKS	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Comamonas	Comamonas acidovorans
HN039	USMM085	0.0555090494453907	0.892063140869141	0.580645143985748	0.944490969181061	0.648648619651794	0.054828941822052	0.0559766218066216	22	8	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
HN071	M51	0.239014163613319	0.579099476337433	0.488095223903656	0.760985851287842	0.3737373650074	0.285446435213089	0.0881092995405197	52	4	hserlactone.NRPS - hserlactone.arylpolyene.NRPS	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
MMO-102	USHLN08	0.246251240372658	0.568137168884277	0.728813588619232	0.753748774528503	0.682539701461792	0.261710435152054	0.0104986876249313	61	1	NRPS-like - hserlactone.NRPS-like	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
MMO-45	MMO-89	8.48896452225745e-05	0.99983024597168	1	0.99991512298584	1	0.00010526315600145	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-120	MMO-84	0	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-83	MMO-89	0.00015037594130262	0.999699294567108	1	0.999849617481232	1	0.00019493178115226	0	27	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS212	MMO-119	0.250157296657562	0.562264084815979	0.71875	0.749842703342438	0.610389590263367	0.277796715497971	0.10505036264658	63	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
HN007	HN124	0.111412912607193	0.789587020874023	0.936170220375061	0.888587117195129	0.854545474052429	0.115009099245071	0.0961290970444679	51	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS142	USHLN148	0.078365683555603	0.849409818649292	0.973333358764648	0.921634316444397	0.928571403026581	0.0615497305989265	0.191873356699944	81	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA
MMO-116	USMM063	2.88151222775923e-05	0.999942362308502	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS093	AS214	0.0576530508697033	0.888017773628235	0.979591846466064	0.942346930503845	0.9200000166893	0.0664650425314903	0.00367962359450757	49	2	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
AS091	USHLN270	0.0717673450708389	0.861615896224976	0.914285719394684	0.928232669830322	0.795454561710358	0.082085557281971	0.039952851831913	37	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USHLN022	USMM093	0.0924538746476173	0.823639988899231	0.829268276691437	0.907546103000641	0.727272748947144	0.101238951086998	0.015584415756166	35	1	NRPS-like - NRPS-like	NRPS-like	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A bombysepticus
USHLN168	USMM088	0.0425343811511993	0.916740417480469	0.875	0.957465589046478	0.879999995231628	0.0434768907725811	0.0403666086494923	46	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
USHLN162	USHLN256	0.0750096142292023	0.855607211589813	1	0.92499041557312	1	0.0630396381020546	0.154809445142746	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
HN100	USMM061	0.0829967334866524	0.840894997119904	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN022	USHLN160	0.169712886214256	0.689376711845398	0.884615361690521	0.830287098884583	0.850574731826782	0.160871371626854	0.229393139481544	81	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
USHLN022	USHLN193	0.179072335362434	0.6739222407341	0.431372553110123	0.820927679538727	0.381818175315857	0.374892055988312	0.0291478708386421	49	16	NRPS - NRPS	NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A bombysepticus
AS142	VD30	0.178973287343979	0.674084842205048	0.884615361690521	0.821026742458344	0.850574731826782	0.170173943042755	0.238368883728981	81	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA
USHLN168	USHLN181	0.295450538396835	0.496389955282211	0.615384638309479	0.704549491405487	0.553571403026581	0.319854944944382	0.00259740254841744	48	1	NRPS-like - NRPS-like	NRPS-like	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
AS091	USHLN262	0.222001433372498	0.60528177022934	0.666666686534882	0.777998566627502	0.597402572631836	0.255769848823547	0.0447172783315182	63	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USMM061	VD12	0.172001764178276	0.685581088066101	0.818181812763214	0.827998220920563	0.739130437374115	0.195624649524689	0.115897379815578	19	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USMM059	USMM063	0	1	1	1	1	0	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN281	USMM130	0	1	1	1	1	0	0	57	6	NRPS - NRPS	NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
MMO-122	USMM072	2.88151222775923e-05	0.999942362308502	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN022	USHLN195	0.0158113073557615	0.968627393245697	0.977272748947144	0.984188675880432	0.93478262424469	0.0151549009606242	0.0231958758085966	45	1	NRPS-like - NRPS-like	NRPS-like	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A bombysepticus
USHLN159	USHLN32	0.087355948984623	0.832919180393219	0.986301362514496	0.912644028663635	0.962962985038757	0.0762475803494453	0.161411762237549	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
USHLN165	USHLN256	0.178799688816071	0.674369931221008	0.884615361690521	0.82120031118393	0.850574731826782	0.170730322599411	0.23326787352562	81	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea vagans
USHLN152	USMM075	0.117220677435398	0.779299318790436	0.914285719394684	0.88277930021286	0.918918907642364	0.127708077430725	0.0972946137189865	38	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
MMO-119	MMO-89	0.0677664875984192	0.869059324264526	0.977777779102325	0.932233512401581	0.941176474094391	0.0589048340916634	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-120	MMO-43	0	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM133	USMM134	0	1	1	1	1	0	0	44	1	NRPS-like - NRPS-like	NRPS-like	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi
USMM134	VD18	0.115376502275467	0.782558739185333	0.857142865657806	0.884623527526855	0.600000023841858	0.146182268857956	0.0229591839015484	12	1	NRPS-like - NRPS-like	NRPS-like	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi
HN176	MMO-45	0	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-37	MMO-94	0.0676787719130516	0.86922287940979	0.977777779102325	0.93232125043869	0.941176474094391	0.0587951838970184	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN022	USMM081	0.0741782635450363	0.85714590549469	0.973333358764648	0.925821721553802	0.928571403026581	0.0581059455871582	0.182666435837746	81	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
M50	USHLN167	0.156183391809464	0.712026476860046	1	0.843816637992859	1	0.139810159802437	0.182789877057076	13	2	NRP-metallophore.NRPS - NRPS	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia sp002902985
AS124	HN091	0.0829627215862274	0.840957343578339	0.977777779102325	0.91703724861145	0.941176474094391	0.0780034437775612	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN069	USMM051	2.88151222775923e-05	0.999942362308502	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN162	USMM078	0.0798724964261055	0.84663462638855	0.986301362514496	0.920127511024475	0.962962985038757	0.0666651502251625	0.167921498417854	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
MMO-10	MMO-32	0.00591128459200263	0.98821234703064	1	0.994088709354401	1	0.00634061452001333	0.00258397939614951	31	1	NAPAA - NAPAA	NAPAA	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp017306305
AS083	HN039	0.160586819052696	0.704614460468292	0.833333313465118	0.839413166046143	0.78125	0.170450389385223	0.00523560214787721	63	1	NRPS-like - hserlactone.NRPS-like	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
MMO-38	USMM064	2.88151222775923e-05	0.999942362308502	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN073	USMM054	2.88151222775923e-05	0.999942362308502	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS091	HN109	0.177507773041725	0.676493465900421	0.734693884849548	0.822492241859436	0.661016941070557	0.192539349198341	0.119886703789234	46	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
MMO-37	MMO-88	0.0676787719130516	0.86922287940979	0.977777779102325	0.93232125043869	0.941176474094391	0.0587951838970184	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
