Clustername 1,Clustername 2,Raw distance,Squared similarity,Jaccard index,DSS index,Adjacency index,raw DSS non-anchor,raw DSS anchor,Non-anchor domains,Anchor domains,Combined group,Shared group,sampleID,junk,contigregion,junk2,junk3,fileext,cluster1,junk_1,contigregion_1,cluster2
MMO-102_contigs.fa_antismashcontig00003.region002_MMO-102_contigs.fa_antismash,USHLN08_contigs.fa_antismashcontig00003.region001_USHLN08_contigs.fa_antismash,0.0240465141832828,0.952485203742981,0.9534883499145508,0.9759534597396852,0.9200000166893004,0.0315111689269542,0.0091172074899077,48,6,NRPS - NRPS,NRPS,MMO-102,contigs.fa,antismashcontig00003.region002,USHLN08,contigs.fa,antismash,MMO-102,contigs.fa,antismashcontig00003.region001,USHLN08
AS093_contigs.fa_antismashcontig00003.region002_AS093_contigs.fa_antismash,USMM084_contigs.fa_antismashcontig00004.region002_USMM084_contigs.fa_antismash,0.0710461065173149,0.8629553318023682,0.8870967626571655,0.9289538860321044,0.8615384697914124,0.0736503303050994,0.0313315913081169,61,1,NRPS-like.hserlactone - NRPS-like.hserlactone,NRPS-like.hserlactone,AS093,contigs.fa,antismashcontig00003.region002,USMM084,contigs.fa,antismash,AS093,contigs.fa,antismashcontig00004.region002,USMM084
HN071_contigs.fa_antismashcontig00008.region002_HN071_contigs.fa_antismash,MMO-131_contigs.fa_antismashcontig00009.region001_MMO-131_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,50,4,NRPS.hserlactone - NRPS.hserlactone,NRPS.hserlactone,HN071,contigs.fa,antismashcontig00008.region002,MMO-131,contigs.fa,antismash,HN071,contigs.fa,antismashcontig00009.region001,MMO-131
MMO-122_contigs.fa_antismashcontig00003.region001_MMO-122_contigs.fa_antismash,MMO-90_contigs.fa_antismashcontig00004.region001_MMO-90_contigs.fa_antismash,0.0688258707523346,0.8670852780342102,0.9555555582046508,0.9311741590499878,0.9215686321258544,0.0600461475551128,0.1032131090760231,47,3,NRPS - NRPS,NRPS,MMO-122,contigs.fa,antismashcontig00003.region001,MMO-90,contigs.fa,antismash,MMO-122,contigs.fa,antismashcontig00004.region001,MMO-90
AS139_contigs.fa_antismashcontig00008.region001_AS139_contigs.fa_antismash,USHLN256_contigs.fa_antismashcontig00005.region001_USHLN256_contigs.fa_antismash,0.2041065543889999,0.6334463953971863,0.8253968358039856,0.7958934307098389,0.7571428418159485,0.1999880969524383,0.2250420004129409,61,3,NRPS - NRPS,NRPS,AS139,contigs.fa,antismashcontig00008.region001,USHLN256,contigs.fa,antismash,AS139,contigs.fa,antismashcontig00005.region001,USHLN256
USMM051_contigs.fa_antismashcontig00003.region001_USMM051_contigs.fa_antismash,VD12_contigs.fa_antismashcontig00077.region001_VD12_contigs.fa_antismash,0.172001764178276,0.6855810880661011,0.8181818127632141,0.8279982209205627,0.739130437374115,0.1956246495246887,0.1158973798155784,19,2,NRPS - NRPS,NRPS,USMM051,contigs.fa,antismashcontig00003.region001,VD12,contigs.fa,antismash,USMM051,contigs.fa,antismashcontig00077.region001,VD12
AS235_contigs.fa_antismashcontig00014.region001_AS235_contigs.fa_antismash,VD12_contigs.fa_antismashcontig00077.region001_VD12_contigs.fa_antismash,0.2971259951591491,0.4940318763256073,0.875,0.7028740048408508,0.7647058963775635,0.3297816812992096,0.2399784922599792,14,2,NRPS - NRPS,NRPS,AS235,contigs.fa,antismashcontig00014.region001,VD12,contigs.fa,antismash,AS235,contigs.fa,antismashcontig00077.region001,VD12
MMO-25_contigs.fa_antismashcontig00001.region001_MMO-25_contigs.fa_antismash,USHLN183_contigs.fa_antismashcontig00004.region003_USHLN183_contigs.fa_antismash,0.1774773448705673,0.6765435338020325,0.6304348111152649,0.8225226402282715,0.6458333134651184,0.2583940625190735,0.0035063945688307,43,5,NRPS - NRPS,NRPS,MMO-25,contigs.fa,antismashcontig00001.region001,USHLN183,contigs.fa,antismash,MMO-25,contigs.fa,antismashcontig00004.region003,USHLN183
USHLN16_contigs.fa_antismashcontig00024.region001_USHLN16_contigs.fa_antismash,USMM072_contigs.fa_antismashcontig00003.region001_USMM072_contigs.fa_antismash,0.2552620470523834,0.5546346306800842,0.4838709533214569,0.7447379231452942,0.4838709533214569,0.264736145734787,0.2386824041604995,14,2,NRPS - NRPS,NRPS,USHLN16,contigs.fa,antismashcontig00024.region001,USMM072,contigs.fa,antismash,USHLN16,contigs.fa,antismashcontig00003.region001,USMM072
USHLN167_contigs.fa_antismashcontig00004.region001_USHLN167_contigs.fa_antismash,USMM063_contigs.fa_antismashcontig00003.region001_USMM063_contigs.fa_antismash,0.2565158903598785,0.5527685880661011,0.6274510025978088,0.7434840798377991,0.515625,0.3032699227333069,0.0656036064028739,49,3,NRPS - NRPS,NRPS,USHLN167,contigs.fa,antismashcontig00004.region001,USMM063,contigs.fa,antismash,USHLN167,contigs.fa,antismashcontig00003.region001,USMM063
HN003_contigs.fa_antismashcontig00004.region002_HN003_contigs.fa_antismash,USHLN148_contigs.fa_antismashcontig00003.region001_USHLN148_contigs.fa_antismash,0.0828997641801834,0.8410728573799133,0.920634925365448,0.9171002507209778,0.8450704216957092,0.0661559849977493,0.1708046048879623,63,3,NRPS - NRPS,NRPS,HN003,contigs.fa,antismashcontig00004.region002,USHLN148,contigs.fa,antismash,HN003,contigs.fa,antismashcontig00003.region001,USHLN148
HN109_contigs.fa_antismashcontig00004.region001_HN109_contigs.fa_antismash,VD5_contigs.fa_antismashcontig00003.region001_VD5_contigs.fa_antismash,0.2728846073150635,0.5286967754364014,0.7058823704719543,0.7271153926849365,0.5806451439857483,0.3083518445491791,0.1251044571399688,50,3,NRPS - NRPS,NRPS,HN109,contigs.fa,antismashcontig00004.region001,VD5,contigs.fa,antismash,HN109,contigs.fa,antismashcontig00003.region001,VD5
HN007_contigs.fa_antismashcontig00004.region001_HN007_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00003.region001_USMM059_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,HN007,contigs.fa,antismashcontig00004.region001,USMM059,contigs.fa,antismash,HN007,contigs.fa,antismashcontig00003.region001,USMM059
AS093_contigs.fa_antismashcontig00002.region003_AS093_contigs.fa_antismash,HN039_contigs.fa_antismashcontig00001.region003_HN039_contigs.fa_antismash,0.0892928317189216,0.8293875455856323,0.9069767594337464,0.9107071757316588,0.8199999928474426,0.1173224300146102,0.0069558718241751,47,4,NRPS - NRPS,NRPS,AS093,contigs.fa,antismashcontig00002.region003,HN039,contigs.fa,antismash,AS093,contigs.fa,antismashcontig00001.region003,HN039
USHLN200_contigs.fa_antismashcontig00003.region001_USHLN200_contigs.fa_antismash,USMM080_contigs.fa_antismashcontig00002.region001_USMM080_contigs.fa_antismash,0.1968039274215698,0.6451238989830017,0.7910447716712952,0.8031960725784302,0.6883116960525513,0.182460069656372,0.2709138393402099,62,3,NRPS - NRPS,NRPS,USHLN200,contigs.fa,antismashcontig00003.region001,USMM080,contigs.fa,antismash,USHLN200,contigs.fa,antismashcontig00002.region001,USMM080
USHLN291_contigs.fa_antismashcontig00020.region001_USHLN291_contigs.fa_antismash,USHLN292_contigs.fa_antismashcontig00001.region003_USHLN292_contigs.fa_antismash,0.2179870307445526,0.6115442514419556,0.7857142686843872,0.782012939453125,0.6571428775787354,0.2295023947954177,0.1901582330465316,29,3,NRPS - NRPS,NRPS,USHLN291,contigs.fa,antismashcontig00020.region001,USHLN292,contigs.fa,antismash,USHLN291,contigs.fa,antismashcontig00001.region003,USHLN292
USHLN181_contigs.fa_antismashcontig00005.region001_USHLN181_contigs.fa_antismash,USMM088_contigs.fa_antismashcontig00002.region001_USMM088_contigs.fa_antismash,0.1646853387355804,0.6977505683898926,0.5,0.8353146314620972,0.4035087823867798,0.3272282183170318,0.0376987121999263,50,16,NRPS - NRPS,NRPS,USHLN181,contigs.fa,antismashcontig00005.region001,USMM088,contigs.fa,antismash,USHLN181,contigs.fa,antismashcontig00002.region001,USMM088
AS091_contigs.fa_antismashcontig00002.region002_AS091_contigs.fa_antismash,HN125_contigs.fa_antismashcontig00002.region001_HN125_contigs.fa_antismash,0.2419330179691314,0.5746655464172363,0.6538461446762085,0.7580670118331909,0.5625,0.2750985026359558,0.1037435382604599,50,3,NRPS - NRPS,NRPS,AS091,contigs.fa,antismashcontig00002.region002,HN125,contigs.fa,antismash,AS091,contigs.fa,antismashcontig00002.region001,HN125
MMO-83_contigs.fa_antismashcontig00004.region001_MMO-83_contigs.fa_antismash,USHLN179_contigs.fa_antismashcontig00002.region001_USHLN179_contigs.fa_antismash,0.1114578992128372,0.7895070910453796,0.931034505367279,0.888542115688324,0.800000011920929,0.122444599866867,0.0757511332631111,26,2,NRPS - NRPS,NRPS,MMO-83,contigs.fa,antismashcontig00004.region001,USHLN179,contigs.fa,antismash,MMO-83,contigs.fa,antismashcontig00002.region001,USHLN179
HN109_contigs.fa_antismashcontig00004.region001_HN109_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00003.region001_USMM059_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,HN109,contigs.fa,antismashcontig00004.region001,USMM059,contigs.fa,antismash,HN109,contigs.fa,antismashcontig00003.region001,USMM059
USMM087_contigs.fa_antismashcontig00006.region001_USMM087_contigs.fa_antismash,USMM091_contigs.fa_antismashcontig00001.region001_USMM091_contigs.fa_antismash,0.140432059764862,0.7388570308685303,0.8604651093482971,0.8595679402351379,0.7551020383834839,0.176428809762001,0.057639542967081,46,5,NRPS - NRPS,NRPS,USMM087,contigs.fa,antismashcontig00006.region001,USMM091,contigs.fa,antismash,USMM087,contigs.fa,antismashcontig00001.region001,USMM091
HN069_contigs.fa_antismashcontig00003.region001_HN069_contigs.fa_antismash,HN110_contigs.fa_antismashcontig00004.region001_HN110_contigs.fa_antismash,0.0894041508436203,0.8291848301887512,1.0,0.9105958342552184,1.0,0.0857735201716423,0.1012037023901939,26,2,NRPS - NRPS,NRPS,HN069,contigs.fa,antismashcontig00003.region001,HN110,contigs.fa,antismash,HN069,contigs.fa,antismashcontig00004.region001,HN110
MMO-45_contigs.fa_antismashcontig00004.region001_MMO-45_contigs.fa_antismash,USHLN179_contigs.fa_antismashcontig00002.region001_USHLN179_contigs.fa_antismash,0.0983776226639747,0.8129228949546814,0.93478262424469,0.9016223549842834,0.8679245114326477,0.0996683165431022,0.0931072756648063,49,3,NRPS - NRPS,NRPS,MMO-45,contigs.fa,antismashcontig00004.region001,USHLN179,contigs.fa,antismash,MMO-45,contigs.fa,antismashcontig00002.region001,USHLN179
USHLN16_contigs.fa_antismashcontig00024.region001_USHLN16_contigs.fa_antismash,USHLN184_contigs.fa_antismashcontig00001.region003_USHLN184_contigs.fa_antismash,0.2554648518562317,0.5543326139450073,0.4838709533214569,0.7445351481437683,0.4375,0.269642174243927,0.2306545227766037,14,2,NRPS - NRPS,NRPS,USHLN16,contigs.fa,antismashcontig00024.region001,USHLN184,contigs.fa,antismash,USHLN16,contigs.fa,antismashcontig00001.region003,USHLN184
MMO-90_contigs.fa_antismashcontig00004.region001_MMO-90_contigs.fa_antismash,USMM055_contigs.fa_antismashcontig00003.region001_USMM055_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,MMO-90,contigs.fa,antismashcontig00004.region001,USMM055,contigs.fa,antismash,MMO-90,contigs.fa,antismashcontig00003.region001,USMM055
USHLN06_contigs.fa_antismashcontig00004.region001_USHLN06_contigs.fa_antismash,USHLN270_contigs.fa_antismashcontig00019.region001_USHLN270_contigs.fa_antismash,0.2402015179395675,0.5772937536239624,1.0,0.7597984671592712,0.9523809552192688,0.2407931834459304,0.2392154186964035,20,3,NRPS - NRPS,NRPS,USHLN06,contigs.fa,antismashcontig00004.region001,USHLN270,contigs.fa,antismash,USHLN06,contigs.fa,antismashcontig00019.region001,USHLN270
HN117_contigs.fa_antismashcontig00002.region001_HN117_contigs.fa_antismash,MMO-102_contigs.fa_antismashcontig00001.region001_MMO-102_contigs.fa_antismash,0.0183572154492139,0.9636225700378418,0.9855072498321532,0.9816427826881408,0.9883720874786376,0.0219385586678981,0.0105433799326419,96,11,NRPS - NRPS,NRPS,HN117,contigs.fa,antismashcontig00002.region001,MMO-102,contigs.fa,antismash,HN117,contigs.fa,antismashcontig00001.region001,MMO-102
HN087_contigs.fa_antismashcontig00003.region001_HN087_contigs.fa_antismash,USMM063_contigs.fa_antismashcontig00003.region001_USMM063_contigs.fa_antismash,3.516421566018835e-05,0.999929666519165,1.0,0.9999648332595824,1.0,4.414231443661265e-05,0.0,47,3,NRPS - NRPS,NRPS,HN087,contigs.fa,antismashcontig00003.region001,USMM063,contigs.fa,antismash,HN087,contigs.fa,antismashcontig00003.region001,USMM063
MMO-43_contigs.fa_antismashcontig00004.region001_MMO-43_contigs.fa_antismash,USMM063_contigs.fa_antismashcontig00003.region001_USMM063_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,MMO-43,contigs.fa,antismashcontig00004.region001,USMM063,contigs.fa,antismash,MMO-43,contigs.fa,antismashcontig00003.region001,USMM063
HN065_contigs.fa_antismashcontig00004.region001_HN065_contigs.fa_antismash,MMO-83_contigs.fa_antismashcontig00004.region001_MMO-83_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,27,2,NRPS - NRPS,NRPS,HN065,contigs.fa,antismashcontig00004.region001,MMO-83,contigs.fa,antismash,HN065,contigs.fa,antismashcontig00004.region001,MMO-83
HN125_contigs.fa_antismashcontig00002.region001_HN125_contigs.fa_antismash,USHLN270_contigs.fa_antismashcontig00019.region001_USHLN270_contigs.fa_antismash,0.1510683447122573,0.7206849455833435,0.8214285969734192,0.8489316701889038,0.7027027010917664,0.1693349629640579,0.105401799082756,30,3,NRPS - NRPS,NRPS,HN125,contigs.fa,antismashcontig00002.region001,USHLN270,contigs.fa,antismash,HN125,contigs.fa,antismashcontig00019.region001,USHLN270
USHLN158_contigs.fa_antismashcontig00003.region001_USHLN158_contigs.fa_antismash,USHLN159_contigs.fa_antismashcontig00003.region001_USHLN159_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,62,3,NRPS - NRPS,NRPS,USHLN158,contigs.fa,antismashcontig00003.region001,USHLN159,contigs.fa,antismash,USHLN158,contigs.fa,antismashcontig00003.region001,USHLN159
HN100_contigs.fa_antismashcontig00004.region001_HN100_contigs.fa_antismash,MMO-84_contigs.fa_antismashcontig00004.region001_MMO-84_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,49,3,NRPS - NRPS,NRPS,HN100,contigs.fa,antismashcontig00004.region001,MMO-84,contigs.fa,antismash,HN100,contigs.fa,antismashcontig00004.region001,MMO-84
MMO-120_contigs.fa_antismashcontig00004.region001_MMO-120_contigs.fa_antismash,USHLN271_contigs.fa_antismashcontig00007.region001_USHLN271_contigs.fa_antismash,0.1100401505827903,0.792028546333313,0.8518518805503845,0.8899598717689514,0.7428571581840515,0.1053951829671859,0.1208784058690071,28,3,NRPS - NRPS,NRPS,MMO-120,contigs.fa,antismashcontig00004.region001,USHLN271,contigs.fa,antismash,MMO-120,contigs.fa,antismashcontig00007.region001,USHLN271
AS085_contigs.fa_antismashcontig00008.region001_AS085_contigs.fa_antismash,USHLN199_contigs.fa_antismashcontig00003.region001_USHLN199_contigs.fa_antismash,0.1874723434448242,0.6602011919021606,0.8571428656578064,0.8125276565551758,0.8115941882133484,0.1779033094644546,0.2377098500728607,63,3,NRPS - NRPS,NRPS,AS085,contigs.fa,antismashcontig00008.region001,USHLN199,contigs.fa,antismash,AS085,contigs.fa,antismashcontig00003.region001,USHLN199
USMM047_contigs.fa_antismashcontig00006.region001_USMM047_contigs.fa_antismash,USMM048_contigs.fa_antismashcontig00030.region001_USMM048_contigs.fa_antismash,0.0087719298899173,0.9825330972671508,0.9736841917037964,0.9912280440330504,0.9333333373069764,0.0185185186564922,0.0,54,15,NRPS - NRPS,NRPS,USMM047,contigs.fa,antismashcontig00006.region001,USMM048,contigs.fa,antismash,USMM047,contigs.fa,antismashcontig00030.region001,USMM048
MMO-88_contigs.fa_antismashcontig00004.region001_MMO-88_contigs.fa_antismash,USHLN262_contigs.fa_antismashcontig00002.region001_USHLN262_contigs.fa_antismash,0.2911646962165832,0.5024474859237671,0.7058823704719543,0.7088353037834167,0.5303030014038086,0.3312320411205292,0.1208784058690071,51,3,NRPS - NRPS,NRPS,MMO-88,contigs.fa,antismashcontig00004.region001,USHLN262,contigs.fa,antismash,MMO-88,contigs.fa,antismashcontig00002.region001,USHLN262
USHLN296_contigs.fa_antismashcontig00009.region001_USHLN296_contigs.fa_antismash,USMM054_contigs.fa_antismashcontig00003.region001_USMM054_contigs.fa_antismash,0.1882879734039306,0.6588764190673828,0.8214285969734192,0.8117120265960693,0.7027027010917664,0.2179861515760421,0.1090928018093109,32,3,NRPS - NRPS,NRPS,USHLN296,contigs.fa,antismashcontig00009.region001,USMM054,contigs.fa,antismash,USHLN296,contigs.fa,antismashcontig00003.region001,USMM054
USHLN298_contigs.fa_antismashcontig00004.region001_USHLN298_contigs.fa_antismash,USMM081_contigs.fa_antismashcontig00002.region001_USMM081_contigs.fa_antismash,0.1001786664128303,0.8096784353256226,0.920634925365448,0.8998213410377502,0.8450704216957092,0.0835916623473167,0.1872604489326477,63,3,NRPS - NRPS,NRPS,USHLN298,contigs.fa,antismashcontig00004.region001,USMM081,contigs.fa,antismash,USHLN298,contigs.fa,antismashcontig00002.region001,USMM081
AS170_contigs.fa_antismashcontig00003.region001_AS170_contigs.fa_antismash,USHLN08_contigs.fa_antismashcontig00005.region001_USHLN08_contigs.fa_antismash,0.2399934977293014,0.5776098966598511,0.92592591047287,0.7600064873695374,0.7966101765632629,0.1683785319328308,0.3509967029094696,62,10,NRPS - NRPS,NRPS,AS170,contigs.fa,antismashcontig00003.region001,USHLN08,contigs.fa,antismash,AS170,contigs.fa,antismashcontig00005.region001,USHLN08
AS093_contigs.fa_antismashcontig00012.region001_AS093_contigs.fa_antismash,AS222_contigs.fa_antismashcontig00003.region001_AS222_contigs.fa_antismash,0.2712067663669586,0.531139612197876,0.6666666865348816,0.7287932634353638,0.6666666865348816,0.3875933289527893,0.1677520275115966,32,9,NRPS - NRPS,NRPS,AS093,contigs.fa,antismashcontig00012.region001,AS222,contigs.fa,antismash,AS093,contigs.fa,antismashcontig00003.region001,AS222
USHLN168_contigs.fa_antismashcontig00004.region005_USHLN168_contigs.fa_antismash,USMM093_contigs.fa_antismashcontig00006.region004_USMM093_contigs.fa_antismash,0.1828097403049469,0.6677998900413513,0.8260869383811951,0.8171902298927307,0.5892857313156128,0.1961557120084762,0.1527813076972961,45,5,NRPS - NRPS,NRPS,USHLN168,contigs.fa,antismashcontig00004.region005,USMM093,contigs.fa,antismash,USHLN168,contigs.fa,antismashcontig00006.region004,USMM093
USHLN181_contigs.fa_antismashcontig00008.region001_USHLN181_contigs.fa_antismash,USMM093_contigs.fa_antismashcontig00012.region001_USMM093_contigs.fa_antismash,0.1298118531703949,0.7572274208068848,0.6829268336296082,0.8701881766319275,0.5681818127632141,0.1430955380201339,0.0335051529109478,29,1,NRPS-like - NRPS-like,NRPS-like,USHLN181,contigs.fa,antismashcontig00008.region001,USMM093,contigs.fa,antismash,USHLN181,contigs.fa,antismashcontig00012.region001,USMM093
HN007_contigs.fa_antismashcontig00004.region001_HN007_contigs.fa_antismash,HN073_contigs.fa_antismashcontig00003.region001_HN073_contigs.fa_antismash,0.0993561670184135,0.8111593127250671,0.9555555582046508,0.9006438255310059,0.9215686321258544,0.0984116122126579,0.1032131090760231,49,3,NRPS - NRPS,NRPS,HN007,contigs.fa,antismashcontig00004.region001,HN073,contigs.fa,antismash,HN007,contigs.fa,antismashcontig00003.region001,HN073
AS093_contigs.fa_antismashcontig00012.region001_AS093_contigs.fa_antismash,HN119_contigs.fa_antismashcontig00021.region001_HN119_contigs.fa_antismash,0.1178021654486656,0.7782729864120483,0.8846153616905212,0.8821978569030762,0.8333333134651184,0.185341402888298,0.0577672906219959,32,9,NRPS - NRPS,NRPS,AS093,contigs.fa,antismashcontig00012.region001,HN119,contigs.fa,antismash,AS093,contigs.fa,antismashcontig00021.region001,HN119
MMO-37_contigs.fa_antismashcontig00003.region001_MMO-37_contigs.fa_antismash,USMM062_contigs.fa_antismashcontig00005.region001_USMM062_contigs.fa_antismash,3.516421566018835e-05,0.999929666519165,1.0,0.9999648332595824,1.0,4.414231443661265e-05,0.0,47,3,NRPS - NRPS,NRPS,MMO-37,contigs.fa,antismashcontig00003.region001,USMM062,contigs.fa,antismash,MMO-37,contigs.fa,antismashcontig00005.region001,USMM062
USHLN162_contigs.fa_antismashcontig00004.region001_USHLN162_contigs.fa_antismash,USHLN165_contigs.fa_antismashcontig00002.region001_USHLN165_contigs.fa_antismash,0.1801665872335434,0.672126829624176,0.8571428656578064,0.8198333978652954,0.8115941882133484,0.1689187437295913,0.2382804453372955,62,3,NRPS - NRPS,NRPS,USHLN162,contigs.fa,antismashcontig00004.region001,USHLN165,contigs.fa,antismash,USHLN162,contigs.fa,antismashcontig00002.region001,USHLN165
HN087_contigs.fa_antismashcontig00003.region001_HN087_contigs.fa_antismash,MMO-89_contigs.fa_antismashcontig00004.region001_MMO-89_contigs.fa_antismash,0.0689150765538215,0.8669191598892212,0.9555555582046508,0.931084930896759,0.9215686321258544,0.0601581297814846,0.1032131090760231,47,3,NRPS - NRPS,NRPS,HN087,contigs.fa,antismashcontig00003.region001,MMO-89,contigs.fa,antismash,HN087,contigs.fa,antismashcontig00004.region001,MMO-89
MMO-126_contigs.fa_antismashcontig00004.region001_MMO-126_contigs.fa_antismash,USMM051_contigs.fa_antismashcontig00003.region001_USMM051_contigs.fa_antismash,0.0993901789188385,0.811098039150238,0.9555555582046508,0.9006098508834839,0.9215686321258544,0.0984539538621902,0.1032131090760231,49,3,NRPS - NRPS,NRPS,MMO-126,contigs.fa,antismashcontig00004.region001,USMM051,contigs.fa,antismash,MMO-126,contigs.fa,antismashcontig00003.region001,USMM051
USMM087_contigs.fa_antismashcontig00013.region001_USMM087_contigs.fa_antismash,USMM093_contigs.fa_antismashcontig00012.region001_USMM093_contigs.fa_antismash,0.1596798449754715,0.7061379551887512,0.8780487775802612,0.8403201699256897,0.739130437374115,0.1728054583072662,0.028423773124814,40,1,NRPS-like - NRPS-like,NRPS-like,USMM087,contigs.fa,antismashcontig00013.region001,USMM093,contigs.fa,antismash,USMM087,contigs.fa,antismashcontig00012.region001,USMM093
AS214_contigs.fa_antismashcontig00009.region001_AS214_contigs.fa_antismash,HN039_contigs.fa_antismashcontig00003.region001_HN039_contigs.fa_antismash,0.0129977734759449,0.974173367023468,0.9615384340286256,0.9870022535324096,0.911764681339264,0.0069168508052825,0.0190786961466074,32,8,NRPS - NRPS,NRPS,AS214,contigs.fa,antismashcontig00009.region001,HN039,contigs.fa,antismash,AS214,contigs.fa,antismashcontig00003.region001,HN039
HN079_contigs.fa_antismashcontig00032.region001_HN079_contigs.fa_antismash,MMO-151_contigs.fa_antismashcontig00036.region001_MMO-151_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,24,5,NRPS-like.NRPS - NRPS-like.NRPS,NRPS-like.NRPS,HN079,contigs.fa,antismashcontig00032.region001,MMO-151,contigs.fa,antismash,HN079,contigs.fa,antismashcontig00036.region001,MMO-151
HN059_contigs.fa_antismashcontig00008.region001_HN059_contigs.fa_antismash,MMO-131_contigs.fa_antismashcontig00009.region001_MMO-131_contigs.fa_antismash,0.1864769905805587,0.6618196964263916,0.7358490824699402,0.81352299451828,0.60317462682724,0.2174577116966247,0.0915985405445098,49,4,NRPS.hserlactone - NRPS.hserlactone,NRPS.hserlactone,HN059,contigs.fa,antismashcontig00008.region001,MMO-131,contigs.fa,antismash,HN059,contigs.fa,antismashcontig00009.region001,MMO-131
USMM046_contigs.fa_antismashcontig00001.region003_USMM046_contigs.fa_antismash,USMM047_contigs.fa_antismashcontig00001.region003_USMM047_contigs.fa_antismash,0.0,1.0,1.0,1.0,1.0,0.0,0.0,26,9,NRPS - NRPS,NRPS,USMM046,contigs.fa,antismashcontig00001.region003,USMM047,contigs.fa,antismash,USMM046,contigs.fa,antismashcontig00001.region003,USMM047
USHLN168_contigs.fa_antismashcontig00013.region001_USHLN168_contigs.fa_antismash,USHLN183_contigs.fa_antismashcontig00008.region001_USHLN183_contigs.fa_antismash,0.0040463251061737,0.9919237494468688,1.0,0.9959536790847778,1.0,0.0041723186150193,0.0025974025484174,46,1,NRPS-like - NRPS-like,NRPS-like,USHLN168,contigs.fa,antismashcontig00013.region001,USHLN183,contigs.fa,antismash,USHLN168,contigs.fa,antismashcontig00008.region001,USHLN183
HN125_contigs.fa_antismashcontig00002.region001_HN125_contigs.fa_antismash,USHLN296_contigs.fa_antismashcontig00009.region001_USHLN296_contigs.fa_antismash,0.1509934663772583,0.7208120822906494,0.8214285969734192,0.8490065336227417,0.7027027010917664,0.1692301481962204,0.105401799082756,30,3,NRPS - NRPS,NRPS,HN125,contigs.fa,antismashcontig00002.region001,USHLN296,contigs.fa,antismash,HN125,contigs.fa,antismashcontig00009.region001,USHLN296
HN124_contigs.fa_antismashcontig00002.region002_HN124_contigs.fa_antismash,MMO-126_contigs.fa_antismashcontig00004.region001_MMO-126_contigs.fa_antismash,0.0986723527312278,0.8123915195465088,0.93478262424469,0.901327669620514,0.8518518805503845,0.0992951840162277,0.0961290970444679,49,3,NRPS - NRPS,NRPS,HN124,contigs.fa,antismashcontig00002.region002,MMO-126,contigs.fa,antismash,HN124,contigs.fa,antismashcontig00004.region001,MMO-126
MMO-17_contigs.fa_antismashcontig00002.region001_MMO-17_contigs.fa_antismash,USHLN009_contigs.fa_antismashcontig00006.region002_USHLN009_contigs.fa_antismash,0.2662553191184997,0.5383812189102173,0.7142857313156128,0.7337446808815002,0.6595744490623474,0.2753861546516418,0.1658163219690323,44,1,NRPS-like - NRPS-like,NRPS-like,MMO-17,contigs.fa,antismashcontig00002.region001,USHLN009,contigs.fa,antismash,MMO-17,contigs.fa,antismashcontig00006.region002,USHLN009
USHLN177_contigs.fa_antismashcontig00002.region002_USHLN177_contigs.fa_antismash,USMM063_contigs.fa_antismashcontig00003.region001_USMM063_contigs.fa_antismash,0.0794625282287597,0.8473892211914062,0.9333333373069764,0.9205374717712402,0.8301886916160583,0.0811631008982658,0.072660245001316,48,3,NRPS - NRPS,NRPS,USHLN177,contigs.fa,antismashcontig00002.region002,USMM063,contigs.fa,antismash,USHLN177,contigs.fa,antismashcontig00003.region001,USMM063
HN100_contigs.fa_antismashcontig00004.region001_HN100_contigs.fa_antismash,HN124_contigs.fa_antismashcontig00002.region002_HN124_contigs.fa_antismash,0.1132098957896232,0.7863966822624207,0.93478262424469,0.8867900967597961,0.8518518805503845,0.1173092871904373,0.0961290970444679,50,3,NRPS - NRPS,NRPS,HN100,contigs.fa,antismashcontig00004.region001,HN124,contigs.fa,antismash,HN100,contigs.fa,antismashcontig00002.region002,HN124
