Clustername 1,Clustername 2,Raw distance,Squared similarity,Jaccard index,DSS index,Adjacency index,raw DSS non-anchor,raw DSS anchor,Non-anchor domains,Anchor domains,Combined group,Shared group,cluster1,junk_1,contigregion_1,junk2,junk3,fileext,cluster2
MMO-84_contigs.fa_antismashcontig00001.region001_MMO-84_contigs.fa_antismash,MMO-88_contigs.fa_antismashcontig00005.region001_MMO-88_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,27,0,hserlactone - hserlactone,hserlactone,MMO-84,contigs.fa,antismashcontig00005.region001,MMO-88,contigs.fa,antismash,MMO-88
HN109_contigs.fa_antismashcontig00010.region001_HN109_contigs.fa_antismash,USMM061_contigs.fa_antismashcontig00004.region001_USMM061_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,HN109,contigs.fa,antismashcontig00004.region001,USMM061,contigs.fa,antismash,USMM061
HN109_contigs.fa_antismashcontig00001.region001_HN109_contigs.fa_antismash,MMO-88_contigs.fa_antismashcontig00005.region001_MMO-88_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,27,0,hserlactone - hserlactone,hserlactone,HN109,contigs.fa,antismashcontig00005.region001,MMO-88,contigs.fa,antismash,MMO-88
HN091_contigs.fa_antismashcontig00001.region001_HN091_contigs.fa_antismash,MMO-120_contigs.fa_antismashcontig00012.region001_MMO-120_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,HN091,contigs.fa,antismashcontig00012.region001,MMO-120,contigs.fa,antismash,MMO-120
HN091_contigs.fa_antismashcontig00007.region001_HN091_contigs.fa_antismash,HN125_contigs.fa_antismashcontig00001.region001_HN125_contigs.fa_antismash,0.0817205235362052,0.8432372212409973,0.8260869383811951,0.9226995706558228,0.75,0.0773004069924354,0.0,21,0,hserlactone - hserlactone,hserlactone,HN091,contigs.fa,antismashcontig00001.region001,HN125,contigs.fa,antismash,HN125
AS124_contigs.fa_antismashcontig00001.region001_AS124_contigs.fa_antismash,HN109_contigs.fa_antismashcontig00001.region001_HN109_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,27,0,hserlactone - hserlactone,hserlactone,AS124,contigs.fa,antismashcontig00001.region001,HN109,contigs.fa,antismash,HN109
HN071_contigs.fa_antismashcontig00008.region001_HN071_contigs.fa_antismash,VD14_contigs.fa_antismashcontig00010.region001_VD14_contigs.fa_antismash,0.1978714615106582,0.6434102058410645,0.364705890417099,0.8168826699256897,0.3052631616592407,0.2104847282171249,0.0497011020779609,39,2,arylpolyene - arylpolyene.NRPS.hserlactone,,HN071,contigs.fa,antismashcontig00010.region001,VD14,contigs.fa,antismash,VD14
USMM074_contigs.fa_antismashcontig00012.region001_USMM074_contigs.fa_antismash,USMM087_contigs.fa_antismashcontig00008.region002_USMM087_contigs.fa_antismash,0.1677229851484298,0.6926850080490112,0.8181818127632141,0.8345873355865479,0.7272727489471436,0.190016359090805,0.0423940159380435,20,1,betalactone - betalactone,betalactone,USMM074,contigs.fa,antismashcontig00008.region002,USMM087,contigs.fa,antismash,USMM087
USMM046_contigs.fa_antismashcontig00004.region001_USMM046_contigs.fa_antismash,USMM047_contigs.fa_antismashcontig00002.region001_USMM047_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,40,5,arylpolyene - arylpolyene,arylpolyene,USMM046,contigs.fa,antismashcontig00002.region001,USMM047,contigs.fa,antismash,USMM047
HN122_contigs.fa_antismashcontig00004.region001_HN122_contigs.fa_antismash,MMO-130_contigs.fa_antismashcontig00012.region001_MMO-130_contigs.fa_antismash,0.1546762436628341,0.7145722508430481,0.34375,0.8614806532859802,0.3125,0.1705641001462936,0.0984633639454841,10,2,arylpolyene - arylpolyene,arylpolyene,HN122,contigs.fa,antismashcontig00012.region001,MMO-130,contigs.fa,antismash,MMO-130
HN073_contigs.fa_antismashcontig00001.region001_HN073_contigs.fa_antismash,MMO-45_contigs.fa_antismashcontig00011.region001_MMO-45_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,HN073,contigs.fa,antismashcontig00011.region001,MMO-45,contigs.fa,antismash,MMO-45
MMO-57_contigs.fa_antismashcontig00005.region001_MMO-57_contigs.fa_antismash,MMO-71_contigs.fa_antismashcontig00005.region001_MMO-71_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,11,0,butyrolactone - butyrolactone,butyrolactone,MMO-57,contigs.fa,antismashcontig00005.region001,MMO-71,contigs.fa,antismash,MMO-71
HN091_contigs.fa_antismashcontig00007.region001_HN091_contigs.fa_antismash,MMO-37_contigs.fa_antismashcontig00008.region001_MMO-37_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,21,0,hserlactone - hserlactone,hserlactone,HN091,contigs.fa,antismashcontig00008.region001,MMO-37,contigs.fa,antismash,MMO-37
USMM062_contigs.fa_antismashcontig00003.region001_USMM062_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00004.region001_USMM064_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,USMM062,contigs.fa,antismashcontig00004.region001,USMM064,contigs.fa,antismash,USMM064
HN173_contigs.fa_antismashcontig00006.region002_HN173_contigs.fa_antismash,MMO-151_contigs.fa_antismashcontig00001.region001_MMO-151_contigs.fa_antismash,0.1524515300989151,0.7183384299278259,0.8928571343421936,0.8474929928779602,0.8275862336158752,0.1498438566923141,0.1704834550619125,27,1,betalactone - betalactone,betalactone,HN173,contigs.fa,antismashcontig00001.region001,MMO-151,contigs.fa,antismash,MMO-151
HN178_contigs.fa_antismashcontig00002.region001_HN178_contigs.fa_antismash,VD32_contigs.fa_antismashcontig00033.region001_VD32_contigs.fa_antismash,0.0800077095627784,0.8463858366012573,1.0,0.9186633229255676,0.9444444179534912,0.0813366994261741,0.0,22,0,hserlactone - hserlactone,hserlactone,HN178,contigs.fa,antismashcontig00033.region001,VD32,contigs.fa,antismash,VD32
VD21_contigs.fa_antismashcontig00025.region001_VD21_contigs.fa_antismash,VD27_contigs.fa_antismashcontig00006.region001_VD27_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,9,0,siderophore - siderophore,siderophore,VD21,contigs.fa,antismashcontig00006.region001,VD27,contigs.fa,antismash,VD27
HN151_contigs.fa_antismashcontig00001.region001_HN151_contigs.fa_antismash,MMO-94_contigs.fa_antismashcontig00012.region001_MMO-94_contigs.fa_antismash,0.2363737672567367,0.5831249952316284,0.699999988079071,0.7655940651893616,0.699999988079071,0.2344059497117996,0.0,9,0,NRPS.siderophore - siderophore,,HN151,contigs.fa,antismashcontig00012.region001,MMO-94,contigs.fa,antismash,MMO-94
HN087_contigs.fa_antismashcontig00007.region001_HN087_contigs.fa_antismash,MMO-88_contigs.fa_antismashcontig00005.region001_MMO-88_contigs.fa_antismash,0.1484182924032211,0.7251914143562317,0.7916666865348816,0.8560120463371277,0.6666666865348816,0.1439879387617111,0.0,21,0,hserlactone - hserlactone,hserlactone,HN087,contigs.fa,antismashcontig00005.region001,MMO-88,contigs.fa,antismash,MMO-88
MMO-45_contigs.fa_antismashcontig00011.region001_MMO-45_contigs.fa_antismash,USHLN177_contigs.fa_antismashcontig00003.region001_USHLN177_contigs.fa_antismash,0.2170422822237014,0.6130228042602539,0.7272727489471436,0.7876477837562561,0.5833333134651184,0.2123522311449051,0.0,12,0,siderophore - siderophore,siderophore,MMO-45,contigs.fa,antismashcontig00003.region001,USHLN177,contigs.fa,antismash,USHLN177
USMM074_contigs.fa_antismashcontig00012.region001_USMM074_contigs.fa_antismash,USMM091_contigs.fa_antismashcontig00005.region004_USMM091_contigs.fa_antismash,0.1026002168655395,0.8053263425827026,0.8999999761581421,0.8993812203407288,0.800000011920929,0.1158100515604019,0.0322580635547637,18,1,betalactone - betalactone,betalactone,USMM074,contigs.fa,antismashcontig00005.region004,USMM091,contigs.fa,antismash,USMM091
HN166_contigs.fa_antismashcontig00001.region001_HN166_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00004.region001_USMM064_contigs.fa_antismash,0.2836220562458038,0.5131973624229431,0.5,0.7230700254440308,0.5,0.2769299745559692,0.0,7,0,arylpolyene.siderophore - siderophore,,HN166,contigs.fa,antismashcontig00004.region001,USMM064,contigs.fa,antismash,USMM064
HN073_contigs.fa_antismashcontig00008.region001_HN073_contigs.fa_antismash,MMO-45_contigs.fa_antismashcontig00001.region001_MMO-45_contigs.fa_antismash,0.1484182924032211,0.7251914143562317,0.7916666865348816,0.8560120463371277,0.6666666865348816,0.1439879387617111,0.0,21,0,hserlactone - hserlactone,hserlactone,HN073,contigs.fa,antismashcontig00001.region001,MMO-45,contigs.fa,antismash,MMO-45
MMO-146_contigs.fa_antismashcontig00024.region001_MMO-146_contigs.fa_antismash,MMO-54_contigs.fa_antismashcontig00001.region001_MMO-54_contigs.fa_antismash,0.1145539656281471,0.7840147018432617,0.9230769276618958,0.8843456506729126,0.9200000166893004,0.1244620904326438,0.0606060624122619,25,1,betalactone - betalactone,betalactone,MMO-146,contigs.fa,antismashcontig00001.region001,MMO-54,contigs.fa,antismash,MMO-54
USHLN04_contigs.fa_antismashcontig00004.region002_USHLN04_contigs.fa_antismash,USHLN08_contigs.fa_antismashcontig00012.region001_USHLN08_contigs.fa_antismash,0.0033936898689717,0.9932241439819336,1.0,0.996501326560974,1.0,0.0034986492246389,0.0,9,0,siderophore - siderophore,siderophore,USHLN04,contigs.fa,antismashcontig00012.region001,USHLN08,contigs.fa,antismash,USHLN08
HN091_contigs.fa_antismashcontig00001.region001_HN091_contigs.fa_antismash,USMM051_contigs.fa_antismashcontig00004.region001_USMM051_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,HN091,contigs.fa,antismashcontig00004.region001,USMM051,contigs.fa,antismash,USMM051
MMO-104_contigs.fa_antismashcontig00006.region001_MMO-104_contigs.fa_antismash,MMO-123_contigs.fa_antismashcontig00006.region001_MMO-123_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,25,1,betalactone - betalactone,betalactone,MMO-104,contigs.fa,antismashcontig00006.region001,MMO-123,contigs.fa,antismash,MMO-123
HN007_contigs.fa_antismashcontig00010.region001_HN007_contigs.fa_antismash,USMM054_contigs.fa_antismashcontig00009.region001_USMM054_contigs.fa_antismash,0.0331224612891674,0.9348521828651428,1.0,0.9658531546592712,1.0,0.0316143371164798,0.0407947674393653,42,4,arylpolyene - arylpolyene,arylpolyene,HN007,contigs.fa,antismashcontig00009.region001,USMM054,contigs.fa,antismash,USMM054
HN124_contigs.fa_antismashcontig00001.region001_HN124_contigs.fa_antismash,VD5_contigs.fa_antismashcontig00024.region001_VD5_contigs.fa_antismash,0.2113609462976455,0.6219515204429626,0.800000011920929,0.7882876992225647,0.800000011920929,0.2117123156785965,0.0,12,0,arylpolyene.siderophore - siderophore,,HN124,contigs.fa,antismashcontig00024.region001,VD5,contigs.fa,antismash,VD5
USHLN159_contigs.fa_antismashcontig00001.region001_USHLN159_contigs.fa_antismash,USHLN256_contigs.fa_antismashcontig00001.region002_USHLN256_contigs.fa_antismash,0.2774583697319031,0.5220664143562317,0.3278688490390777,0.7352601289749146,0.3030303120613098,0.2647398710250854,0.0,26,0,arylpolyene.hserlactone - hserlactone,,USHLN159,contigs.fa,antismashcontig00001.region002,USHLN256,contigs.fa,antismash,USHLN256
MMO-54_contigs.fa_antismashcontig00004.region001_MMO-54_contigs.fa_antismash,MMO-80_contigs.fa_antismashcontig00003.region001_MMO-80_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,46,7,arylpolyene - arylpolyene,arylpolyene,MMO-54,contigs.fa,antismashcontig00003.region001,MMO-80,contigs.fa,antismash,MMO-80
BGC0001498,MMO-120_contigs.fa_antismashcontig00012.region001_MMO-120_contigs.fa_antismash,0.2889839708805084,0.5055437684059143,0.7777777910232544,0.7089512348175049,0.7777777910232544,0.2910487651824951,0.0,9,0,siderophore - siderophore,siderophore,BGC0001498,contigs.fa,antismashcontig00012.region001,MMO-120,contigs.fa,antismash,MMO-120
HN020_contigs.fa_antismashcontig00015.region001_HN020_contigs.fa_antismash,HN068_contigs.fa_antismashcontig00001.region001_HN068_contigs.fa_antismash,0.1641044914722442,0.6987212896347046,0.3666666746139526,0.8510950207710266,0.3333333432674408,0.1846598535776138,0.1042113751173019,10,2,arylpolyene - arylpolyene,arylpolyene,HN020,contigs.fa,antismashcontig00001.region001,HN068,contigs.fa,antismash,HN068
HN069_contigs.fa_antismashcontig00011.region001_HN069_contigs.fa_antismash,MMO-89_contigs.fa_antismashcontig00011.region001_MMO-89_contigs.fa_antismash,0.0359507128596305,0.9293910264968872,1.0,0.9629374146461488,1.0,0.0316143371164798,0.0513642653822898,42,4,arylpolyene - arylpolyene,arylpolyene,HN069,contigs.fa,antismashcontig00011.region001,MMO-89,contigs.fa,antismash,MMO-89
HN091_contigs.fa_antismashcontig00007.region001_HN091_contigs.fa_antismash,HN110_contigs.fa_antismashcontig00001.region001_HN110_contigs.fa_antismash,0.1484182924032211,0.7251914143562317,0.7916666865348816,0.8560120463371277,0.6666666865348816,0.1439879387617111,0.0,21,0,hserlactone - hserlactone,hserlactone,HN091,contigs.fa,antismashcontig00001.region001,HN110,contigs.fa,antismash,HN110
USHLN179_contigs.fa_antismashcontig00001.region001_USHLN179_contigs.fa_antismash,USMM058_contigs.fa_antismashcontig00002.region001_USMM058_contigs.fa_antismash,0.2716746628284454,0.5304577946662903,0.7307692170143127,0.7295714616775513,0.6666666865348816,0.2704285383224487,0.0,26,0,hserlactone - hserlactone,hserlactone,USHLN179,contigs.fa,antismashcontig00002.region001,USMM058,contigs.fa,antismash,USMM058
USHLN177_contigs.fa_antismashcontig00003.region001_USHLN177_contigs.fa_antismash,USMM053_contigs.fa_antismashcontig00004.region001_USMM053_contigs.fa_antismash,0.0392666645348072,0.9230085611343384,0.8999999761581421,0.9661730527877808,0.7272727489471436,0.0338269285857677,0.0,11,0,siderophore - siderophore,siderophore,USHLN177,contigs.fa,antismashcontig00004.region001,USMM053,contigs.fa,antismash,USMM053
MMO-43_contigs.fa_antismashcontig00010.region001_MMO-43_contigs.fa_antismash,USMM054_contigs.fa_antismashcontig00009.region001_USMM054_contigs.fa_antismash,0.0331224612891674,0.9348521828651428,1.0,0.9658531546592712,1.0,0.0316143371164798,0.0407947674393653,42,4,arylpolyene - arylpolyene,arylpolyene,MMO-43,contigs.fa,antismashcontig00009.region001,USMM054,contigs.fa,antismash,USMM054
MMO-122_contigs.fa_antismashcontig00001.region001_MMO-122_contigs.fa_antismash,VD5_contigs.fa_antismashcontig00024.region001_VD5_contigs.fa_antismash,0.2177483737468719,0.6119176149368286,0.800000011920929,0.7817026972770691,0.800000011920929,0.2182972878217697,0.0,12,0,arylpolyene.siderophore - siderophore,,MMO-122,contigs.fa,antismashcontig00024.region001,VD5,contigs.fa,antismash,VD5
AS031_contigs.fa_antismashcontig00001.region002_AS031_contigs.fa_antismash,AS126_contigs.fa_antismashcontig00001.region002_AS126_contigs.fa_antismash,0.063705064356327,0.8766481876373291,0.8799999952316284,0.9387338757514954,0.8461538553237915,0.0612661279737949,0.0,24,0,hserlactone - hserlactone,hserlactone,AS031,contigs.fa,antismashcontig00001.region002,AS126,contigs.fa,antismash,AS126
AS116_contigs.fa_antismashcontig00001.region002_AS116_contigs.fa_antismash,HN123_contigs.fa_antismashcontig00001.region001_HN123_contigs.fa_antismash,0.0967113152146339,0.8159304261207581,1.0,0.9002976417541504,1.0,0.099702388048172,0.0,13,0,siderophore - siderophore,siderophore,AS116,contigs.fa,antismashcontig00001.region001,HN123,contigs.fa,antismash,HN123
USMM053_contigs.fa_antismashcontig00004.region001_USMM053_contigs.fa_antismash,USMM054_contigs.fa_antismashcontig00004.region001_USMM054_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,USMM053,contigs.fa,antismashcontig00004.region001,USMM054,contigs.fa,antismash,USMM054
HN065_contigs.fa_antismashcontig00001.region001_HN065_contigs.fa_antismash,MMO-43_contigs.fa_antismashcontig00001.region001_MMO-43_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,27,0,hserlactone - hserlactone,hserlactone,HN065,contigs.fa,antismashcontig00001.region001,MMO-43,contigs.fa,antismash,MMO-43
MMO-104_contigs.fa_antismashcontig00002.region001_MMO-104_contigs.fa_antismash,MMO-124_contigs.fa_antismashcontig00002.region001_MMO-124_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,45,0,resorcinol - resorcinol,resorcinol,MMO-104,contigs.fa,antismashcontig00002.region001,MMO-124,contigs.fa,antismash,MMO-124
MMO-90_contigs.fa_antismashcontig00011.region001_MMO-90_contigs.fa_antismash,VD12_contigs.fa_antismashcontig00108.region001_VD12_contigs.fa_antismash,0.153665080666542,0.7162827849388123,0.8888888955116272,0.8450188040733337,0.8888888955116272,0.154981181025505,0.0,11,0,siderophore - siderophore,siderophore,MMO-90,contigs.fa,antismashcontig00108.region001,VD12,contigs.fa,antismash,VD12
HN069_contigs.fa_antismashcontig00001.region001_HN069_contigs.fa_antismash,MMO-94_contigs.fa_antismashcontig00012.region001_MMO-94_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,HN069,contigs.fa,antismashcontig00012.region001,MMO-94,contigs.fa,antismash,MMO-94
MMO-122_contigs.fa_antismashcontig00001.region001_MMO-122_contigs.fa_antismash,USMM055_contigs.fa_antismashcontig00004.region001_USMM055_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,MMO-122,contigs.fa,antismashcontig00004.region001,USMM055,contigs.fa,antismash,USMM055
USMM046_contigs.fa_antismashcontig00001.region002_USMM046_contigs.fa_antismash,USMM047_contigs.fa_antismashcontig00001.region002_USMM047_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,18,0,hserlactone - hserlactone,hserlactone,USMM046,contigs.fa,antismashcontig00001.region002,USMM047,contigs.fa,antismash,USMM047
USHLN08_contigs.fa_antismashcontig00012.region001_USHLN08_contigs.fa_antismash,USMM085_contigs.fa_antismashcontig00015.region001_USMM085_contigs.fa_antismash,0.135513886809349,0.7473362684249878,0.8888888955116272,0.8683133125305176,0.6666666865348816,0.1316867023706436,0.0,9,0,siderophore - siderophore,siderophore,USHLN08,contigs.fa,antismashcontig00015.region001,USMM085,contigs.fa,antismash,USMM085
HN073_contigs.fa_antismashcontig00001.region001_HN073_contigs.fa_antismash,HN110_contigs.fa_antismashcontig00011.region001_HN110_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,HN073,contigs.fa,antismashcontig00011.region001,HN110,contigs.fa,antismash,HN110
AS031_contigs.fa_antismashcontig00001.region002_AS031_contigs.fa_antismash,AS085_contigs.fa_antismashcontig00001.region002_AS085_contigs.fa_antismash,0.1923322826623916,0.6523271203041077,0.3492063581943512,0.8227718472480774,0.304347813129425,0.1772281378507614,0.0,23,0,arylpolyene.hserlactone - hserlactone,,AS031,contigs.fa,antismashcontig00001.region002,AS085,contigs.fa,antismash,AS085
USHLN183_contigs.fa_antismashcontig00003.region001_USHLN183_contigs.fa_antismash,USMM075_contigs.fa_antismashcontig00001.region001_USMM075_contigs.fa_antismash,0.1160098239779472,0.7814386487007141,1.0,0.8804022669792175,1.0,0.104138471186161,0.1775700896978378,15,1,siderophore - siderophore,siderophore,USHLN183,contigs.fa,antismashcontig00001.region001,USMM075,contigs.fa,antismash,USMM075
BGC0001572,USHLN010_contigs.fa_antismashcontig00005.region001_USHLN010_contigs.fa_antismash,0.1914171129465103,0.6538062691688538,0.6666666865348816,0.8138311505317688,0.625,0.1861688494682312,0.0,6,0,siderophore - siderophore,siderophore,BGC0001572,contigs.fa,antismashcontig00005.region001,USHLN010,contigs.fa,antismash,USHLN010
USMM059_contigs.fa_antismashcontig00009.region001_USMM059_contigs.fa_antismash,USMM072_contigs.fa_antismashcontig00009.region001_USMM072_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,42,4,arylpolyene - arylpolyene,arylpolyene,USMM059,contigs.fa,antismashcontig00009.region001,USMM072,contigs.fa,antismash,USMM072
USHLN184_contigs.fa_antismashcontig00002.region001_USHLN184_contigs.fa_antismash,USMM062_contigs.fa_antismashcontig00003.region001_USMM062_contigs.fa_antismash,0.0392666645348072,0.9230085611343384,0.8999999761581421,0.9661730527877808,0.7272727489471436,0.0338269285857677,0.0,11,0,siderophore - siderophore,siderophore,USHLN184,contigs.fa,antismashcontig00003.region001,USMM062,contigs.fa,antismash,USMM062
MMO-43_contigs.fa_antismashcontig00001.region001_MMO-43_contigs.fa_antismash,MMO-89_contigs.fa_antismashcontig00009.region001_MMO-89_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,27,0,hserlactone - hserlactone,hserlactone,MMO-43,contigs.fa,antismashcontig00009.region001,MMO-89,contigs.fa,antismash,MMO-89
MMO-67_contigs.fa_antismashcontig00003.region001_MMO-67_contigs.fa_antismash,USHLN229_contigs.fa_antismashcontig00008.region001_USHLN229_contigs.fa_antismash,0.074355736374855,0.8568173050880432,0.9354838728904724,0.9252983927726746,0.9375,0.081970065832138,0.0129198962822556,34,1,betalactone - betalactone,betalactone,MMO-67,contigs.fa,antismashcontig00008.region001,USHLN229,contigs.fa,antismash,USHLN229
HN109_contigs.fa_antismashcontig00010.region001_HN109_contigs.fa_antismash,MMO-90_contigs.fa_antismashcontig00011.region001_MMO-90_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,HN109,contigs.fa,antismashcontig00011.region001,MMO-90,contigs.fa,antismash,MMO-90
MMO-136_contigs.fa_antismashcontig00001.region001_MMO-136_contigs.fa_antismash,USHLN232_contigs.fa_antismashcontig00004.region001_USHLN232_contigs.fa_antismash,0.0240271128714084,0.9525230526924132,1.0,0.975229799747467,1.0,0.0247702188789844,0.0,13,0,siderophore - siderophore,siderophore,MMO-136,contigs.fa,antismashcontig00004.region001,USHLN232,contigs.fa,antismash,USHLN232
HN020_contigs.fa_antismashcontig00015.region001_HN020_contigs.fa_antismash,MMO-131_contigs.fa_antismashcontig00012.region001_MMO-131_contigs.fa_antismash,0.1276607364416122,0.7609757781028748,0.34375,0.8886873722076416,0.34375,0.167357787489891,0.0412561558187007,10,2,arylpolyene - arylpolyene,arylpolyene,HN020,contigs.fa,antismashcontig00012.region001,MMO-131,contigs.fa,antismash,MMO-131
CR11_contigs.fa_antismashcontig00002.region001_CR11_contigs.fa_antismash,MMO-81_contigs.fa_antismashcontig00002.region002_MMO-81_contigs.fa_antismash,0.2983642220497131,0.4922927618026733,0.8999999761581421,0.6971877813339233,0.8181818127632141,0.3028122186660766,0.0,12,0,siderophore - siderophore,siderophore,CR11,contigs.fa,antismashcontig00002.region002,MMO-81,contigs.fa,antismash,MMO-81
MMO-103_contigs.fa_antismashcontig00001.region001_MMO-103_contigs.fa_antismash,VD25_contigs.fa_antismashcontig00004.region001_VD25_contigs.fa_antismash,0.0335744805634021,0.933978259563446,1.0,0.9653871059417723,1.0,0.0346128642559051,0.0,17,0,siderophore - siderophore,siderophore,MMO-103,contigs.fa,antismashcontig00004.region001,VD25,contigs.fa,antismash,VD25
USHLN193_contigs.fa_antismashcontig00002.region002_USHLN193_contigs.fa_antismash,USHLN195_contigs.fa_antismashcontig00002.region001_USHLN195_contigs.fa_antismash,0.0155364628881216,0.969168484210968,1.0,0.983983039855957,1.0,0.0202881656587123,0.0,15,1,siderophore - siderophore,siderophore,USHLN193,contigs.fa,antismashcontig00002.region001,USHLN195,contigs.fa,antismash,USHLN195
USMM053_contigs.fa_antismashcontig00009.region001_USMM053_contigs.fa_antismash,USMM063_contigs.fa_antismashcontig00009.region001_USMM063_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,42,4,arylpolyene - arylpolyene,arylpolyene,USMM053,contigs.fa,antismashcontig00009.region001,USMM063,contigs.fa,antismash,USMM063
MMO-128_contigs.fa_antismashcontig00001.region001_MMO-128_contigs.fa_antismash,VD14_contigs.fa_antismashcontig00019.region001_VD14_contigs.fa_antismash,0.0379918590188026,0.9254596829414368,1.0,0.9608331322669984,1.0,0.0391668640077114,0.0,14,0,siderophore - siderophore,siderophore,MMO-128,contigs.fa,antismashcontig00019.region001,VD14,contigs.fa,antismash,VD14
HN100_contigs.fa_antismashcontig00010.region001_HN100_contigs.fa_antismash,MMO-88_contigs.fa_antismashcontig00012.region001_MMO-88_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,HN100,contigs.fa,antismashcontig00012.region001,MMO-88,contigs.fa,antismash,MMO-88
MMO-37_contigs.fa_antismashcontig00008.region001_MMO-37_contigs.fa_antismash,MMO-90_contigs.fa_antismashcontig00001.region001_MMO-90_contigs.fa_antismash,0.1484182924032211,0.7251914143562317,0.7916666865348816,0.8560120463371277,0.6666666865348816,0.1439879387617111,0.0,21,0,hserlactone - hserlactone,hserlactone,MMO-37,contigs.fa,antismashcontig00001.region001,MMO-90,contigs.fa,antismash,MMO-90
HN087_contigs.fa_antismashcontig00007.region001_HN087_contigs.fa_antismash,MMO-43_contigs.fa_antismashcontig00001.region001_MMO-43_contigs.fa_antismash,0.1484182924032211,0.7251914143562317,0.7916666865348816,0.8560120463371277,0.6666666865348816,0.1439879387617111,0.0,21,0,hserlactone - hserlactone,hserlactone,HN087,contigs.fa,antismashcontig00001.region001,MMO-43,contigs.fa,antismash,MMO-43
AS170_contigs.fa_antismashcontig00004.region001_AS170_contigs.fa_antismash,AS222_contigs.fa_antismashcontig00003.region003_AS222_contigs.fa_antismash,0.0169264581054449,0.966433584690094,1.0,0.9825500249862672,1.0,0.0170117057859897,0.0204081628471612,27,1,betalactone - betalactone,betalactone,AS170,contigs.fa,antismashcontig00003.region003,AS222,contigs.fa,antismash,AS222
AS113_contigs.fa_antismashcontig00018.region001_AS113_contigs.fa_antismash,VD28_contigs.fa_antismashcontig00001.region002_VD28_contigs.fa_antismash,0.021135002374649,0.9581766724586488,1.0,0.9782113432884216,1.0,0.0217886622995138,0.0,17,0,siderophore - siderophore,siderophore,AS113,contigs.fa,antismashcontig00001.region002,VD28,contigs.fa,antismash,VD28
BGC0001572,USHLN34_contigs.fa_antismashcontig00005.region001_USHLN34_contigs.fa_antismash,0.1928957551717758,0.6514172554016113,0.6000000238418579,0.8144259452819824,0.5555555820465088,0.1855740845203399,0.0,6,0,siderophore - siderophore,siderophore,BGC0001572,contigs.fa,antismashcontig00005.region001,USHLN34,contigs.fa,antismash,USHLN34
