sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,genome_type,junk,internal_id,source_lab,sample_location,sample_source,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,mosquito_species,mosquito_strain_lab,sample_source,lab_field_derived,confirmed_growth_media,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,n50,avg_coverage,gtdb_domain,gtdb_parent,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
MMO-130,contig00013,region001,RiPP,False,[5000:5864],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-130,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4036650.0,153.0,26383.0,422556.0,179263.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-130,contig00017,region001,RiPP,False,[5000:7199],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-130,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4036650.0,153.0,26383.0,422556.0,179263.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-130,contig00024,region001,RiPP,True,[1962:4153],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,MMO-130,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4036650.0,153.0,26383.0,422556.0,179263.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00001,region001,NRPS,False,[20000:33201],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00004,region001,other,False,[5000:11428],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00009,region001,NRPS,False,[20000:23960],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00009,region002,other,False,[20000:21230],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00011,region001,other,False,[10000:19081],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00012,region001,other,True,[20000:21230],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00013,region001,RiPP,False,[5000:5864],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00017,region001,RiPP,False,[5000:7199],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-131,contig00024,region001,RiPP,True,[10000:12191],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,MMO-131,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,YTG,,,,,100.0,0.41,4039269.0,173.0,23348.0,422556.0,179263.0,163.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
MMO-136,contig00001,region001,other,True,[5000:6836],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,MMO-136,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,98.7,0.23,2482762.0,93.0,26696.0,461176.0,147513.0,390.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-136,contig00008,region001,RiPP,False,[10000:10333],10000.0,"minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE])",RRE-containing,1.0,single,Isolate,,MMO-136,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,98.7,0.23,2482762.0,93.0,26696.0,461176.0,147513.0,390.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-136,contig00010,region001,NRPS,False,[15000:19008],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,Isolate,,MMO-136,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,98.7,0.23,2482762.0,93.0,26696.0,461176.0,147513.0,390.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-136,contig00012,region001,other,True,[4190:4862],20000.0,ectoine_synt,ectoine,1.0,single,Isolate,,MMO-136,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,98.7,0.23,2482762.0,93.0,26696.0,461176.0,147513.0,390.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-136,contig00014,region001,other,True,[6173:13051],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-136,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,98.7,0.23,2482762.0,93.0,26696.0,461176.0,147513.0,390.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-136,contig00017,region001,terpene,True,[3350:4247],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-136,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,98.7,0.23,2482762.0,93.0,26696.0,461176.0,147513.0,390.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-138,contig00001,region001,NRPS,False,[15000:19095],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,Isolate,,MMO-138,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.49,0.67,4062361.0,50.0,81247.0,715927.0,406614.0,233.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp017306305
MMO-138,contig00001,region002,RiPP,False,[5000:5801],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-138,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.49,0.67,4062361.0,50.0,81247.0,715927.0,406614.0,233.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp017306305
MMO-138,contig00002,region001,PKS,False,[20000:21155],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,neighbouring,Isolate,,MMO-138,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.49,0.67,4062361.0,50.0,81247.0,715927.0,406614.0,233.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp017306305
MMO-138,contig00007,region001,terpene,False,[10000:10894],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-138,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.49,0.67,4062361.0,50.0,81247.0,715927.0,406614.0,233.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp017306305
MMO-140,contig00001,region001,terpene,False,[10000:10819],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-140,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.44,0.0,2655188.0,42.0,63218.0,756682.0,297352.0,281.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
MMO-140,contig00002,region001,PKS,False,[20000:21170],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,Isolate,,MMO-140,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.44,0.0,2655188.0,42.0,63218.0,756682.0,297352.0,281.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
MMO-140,contig00002,region002,terpene,False,[10000:10882],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-140,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.44,0.0,2655188.0,42.0,63218.0,756682.0,297352.0,281.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
MMO-140,contig00007,region001,RiPP,False,[10000:10734],20000.0,(TIGR04223 or AgrB),cyclic-lactone-autoinducer,1.0,single,Isolate,,MMO-140,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.44,0.0,2655188.0,42.0,63218.0,756682.0,297352.0,281.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
MMO-140,contig00017,region001,other,True,[5000:9988],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,MMO-140,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_pipiens,Iowa,mosquito,lab,YTG,,,,,99.44,0.0,2655188.0,42.0,63218.0,756682.0,297352.0,281.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
MMO-141,contig00001,region001,other,True,[10000:16965],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-141,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,98.7,0.23,2538134.0,110.0,23073.0,358516.0,322565.0,291.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-141,contig00005,region001,NRPS,False,[15000:19008],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,Isolate,,MMO-141,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,98.7,0.23,2538134.0,110.0,23073.0,358516.0,322565.0,291.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-141,contig00007,region001,other,True,[5000:6836],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,MMO-141,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,98.7,0.23,2538134.0,110.0,23073.0,358516.0,322565.0,291.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-141,contig00009,region001,RiPP,True,[10000:11098],10000.0,"minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE])",RRE-containing,1.0,single,Isolate,,MMO-141,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,98.7,0.23,2538134.0,110.0,23073.0,358516.0,322565.0,291.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-141,contig00015,region001,terpene,True,[10000:10897],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-141,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,98.7,0.23,2538134.0,110.0,23073.0,358516.0,322565.0,291.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-141,contig00019,region001,other,True,[5000:5372],20000.0,ectoine_synt,ectoine,1.0,single,Isolate,,MMO-141,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,98.7,0.23,2538134.0,110.0,23073.0,358516.0,322565.0,291.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
MMO-142,contig00002,region001,RiPP,True,[5000:7163],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-142,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6305097.0,115.0,54826.0,453782.0,241146.0,107.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-142,contig00006,region001,PKS,False,[20000:21053],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,Isolate,,MMO-142,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6305097.0,115.0,54826.0,453782.0,241146.0,107.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-142,contig00025,region001,other,False,[10000:15807],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-142,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6305097.0,115.0,54826.0,453782.0,241146.0,107.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-142,contig00026,region001,RiPP,False,[10000:10267],10000.0,"minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE])",RRE-containing,1.0,single,Isolate,,MMO-142,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6305097.0,115.0,54826.0,453782.0,241146.0,107.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-142,contig00027,region001,terpene,False,[9886:10723],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-142,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6305097.0,115.0,54826.0,453782.0,241146.0,107.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-142,contig00027,region002,terpene,False,[10000:10837],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-142,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6305097.0,115.0,54826.0,453782.0,241146.0,107.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-143,contig00001,region001,other,False,[5000:11428],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
