sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,internal_id,sequencing_run,seq_sumission_date,data_return_date,plate_location,internal_date_received,external_id,source_lab,isolate_name,genus_predicted,species_predicted,isolation_date,lat_lon,isolate_source,comments,antibiotics_pr_partial_resistance,confirmed_media_for_growth,source,location_country,life_stage,sex,feeding_status,tissue,mosquito_species,mosquito_strain,lab_field,identity_via_wgs_kraken2,percent_28,species,percent_30,x31,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtbd_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,==...
HN068,contig00001,region001,other,False,[204755:205985](-),20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN068,UW-1,9/29/21,11/01/2021,E5,,,Coon,,Acinetobacter,,,UW Madison,Culex pipiens insectary larval water,,,Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Acinetobacter,73.78,baumannii,19.35,,Pass,99.96,0.55,3905531.0,78.0,50070.0,721982.0,38.3,3849.0,373175.0,4027290.0,146.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,96.89,0.9,True
HN068,contig00004,region001,NRPS,False,[335051:339050](+),5000.0,(AMP-binding and PP-binding and TIGR02353),NAPAA,1.0,neighbouring,HN068,UW-1,9/29/21,11/01/2021,E5,,,Coon,,Acinetobacter,,,UW Madison,Culex pipiens insectary larval water,,,Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Acinetobacter,73.78,baumannii,19.35,,Pass,99.96,0.55,3905531.0,78.0,50070.0,721982.0,38.3,3849.0,373175.0,4027290.0,146.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,96.89,0.9,True
HN068,contig00009,region001,other,False,[92029:97102],20000.0,IucA_IucC,siderophore,1.0,single,HN068,UW-1,9/29/21,11/01/2021,E5,,,Coon,,Acinetobacter,,,UW Madison,Culex pipiens insectary larval water,,,Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Acinetobacter,73.78,baumannii,19.35,,Pass,99.96,0.55,3905531.0,78.0,50070.0,721982.0,38.3,3849.0,373175.0,4027290.0,146.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,96.89,0.9,True
HN069,contig00001,region001,other,False,[226664:231093],20000.0,IucA_IucC,siderophore,1.0,single,HN069,UW-1,9/29/21,11/01/2021,F5,,,Coon,,Enterobacter,,,UW Madison,Culex pipiens insectary larval water,,"KanS, TetPR, AmpR, StrepR, ChlorR",Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Enterobacter,93.99,absuriae,10.38,,Pass,99.97,0.53,4855634.0,101.0,48075.0,586187.0,55.8,4553.0,319311.0,4036317.0,119.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.24,0.91,True
HN069,contig00003,region001,NRPS,False,[151533:155391](-),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN069,UW-1,9/29/21,11/01/2021,F5,,,Coon,,Enterobacter,,,UW Madison,Culex pipiens insectary larval water,,"KanS, TetPR, AmpR, StrepR, ChlorR",Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Enterobacter,93.99,absuriae,10.38,,Pass,99.97,0.53,4855634.0,101.0,48075.0,586187.0,55.8,4553.0,319311.0,4036317.0,119.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.24,0.91,True
HN069,contig00008,region001,RiPP,False,[67025:73329],20000.0,((YcaO or TIGR03882) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN069,UW-1,9/29/21,11/01/2021,F5,,,Coon,,Enterobacter,,,UW Madison,Culex pipiens insectary larval water,,"KanS, TetPR, AmpR, StrepR, ChlorR",Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Enterobacter,93.99,absuriae,10.38,,Pass,99.97,0.53,4855634.0,101.0,48075.0,586187.0,55.8,4553.0,319311.0,4036317.0,119.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.24,0.91,True
HN069,contig00009,region001,other,False,[223916:224555](+),20000.0,Autoind_synth,hserlactone,1.0,single,HN069,UW-1,9/29/21,11/01/2021,F5,,,Coon,,Enterobacter,,,UW Madison,Culex pipiens insectary larval water,,"KanS, TetPR, AmpR, StrepR, ChlorR",Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Enterobacter,93.99,absuriae,10.38,,Pass,99.97,0.53,4855634.0,101.0,48075.0,586187.0,55.8,4553.0,319311.0,4036317.0,119.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.24,0.91,True
HN069,contig00011,region001,other,False,[96702:100296],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN069,UW-1,9/29/21,11/01/2021,F5,,,Coon,,Enterobacter,,,UW Madison,Culex pipiens insectary larval water,,"KanS, TetPR, AmpR, StrepR, ChlorR",Cx. pipiens insectary larval water,larval water,UW Madison,,,,,Culex pipiens,,lab,Enterobacter,93.99,absuriae,10.38,,Pass,99.97,0.53,4855634.0,101.0,48075.0,586187.0,55.8,4553.0,319311.0,4036317.0,119.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.24,0.91,True
HN071,contig00005,region001,other,False,[41861:48289],20000.0,IucA_IucC,siderophore,1.0,single,HN071,UW-1,9/29/21,11/01/2021,G5,,,Coon,,Acinetobacter,,,UW Madison,Aedes albopictus Bankok insectary larval water,,,Ae. albopictus Bankok insectary laval water,larval water,UW Madison,,,,,Aedes albopictus,Bangkok,lab,Acinetobacter,99.98,pittii,51.52,,Pass,100.0,0.41,4085414.0,190.0,21502.0,487210.0,38.8,3953.0,204748.0,3680913.0,128.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.94,0.93,True
HN071,contig00007,region001,other,False,[51827:53057](+),20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN071,UW-1,9/29/21,11/01/2021,G5,,,Coon,,Acinetobacter,,,UW Madison,Aedes albopictus Bankok insectary larval water,,,Ae. albopictus Bankok insectary laval water,larval water,UW Madison,,,,,Aedes albopictus,Bangkok,lab,Acinetobacter,99.98,pittii,51.52,,Pass,100.0,0.41,4085414.0,190.0,21502.0,487210.0,38.8,3953.0,204748.0,3680913.0,128.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.94,0.93,True
HN071,contig00008,region001,other,False,[74241:75471](+),20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN071,UW-1,9/29/21,11/01/2021,G5,,,Coon,,Acinetobacter,,,UW Madison,Aedes albopictus Bankok insectary larval water,,,Ae. albopictus Bankok insectary laval water,larval water,UW Madison,,,,,Aedes albopictus,Bangkok,lab,Acinetobacter,99.98,pittii,51.52,,Pass,100.0,0.41,4085414.0,190.0,21502.0,487210.0,38.8,3953.0,204748.0,3680913.0,128.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.94,0.93,True
HN071,contig00008,region002,NRPS,False,[118584:122544](+),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,HN071,UW-1,9/29/21,11/01/2021,G5,,,Coon,,Acinetobacter,,,UW Madison,Aedes albopictus Bankok insectary larval water,,,Ae. albopictus Bankok insectary laval water,larval water,UW Madison,,,,,Aedes albopictus,Bangkok,lab,Acinetobacter,99.98,pittii,51.52,,Pass,100.0,0.41,4085414.0,190.0,21502.0,487210.0,38.8,3953.0,204748.0,3680913.0,128.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.94,0.93,True
HN071,contig00010,region001,other,False,[47489:56570],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,HN071,UW-1,9/29/21,11/01/2021,G5,,,Coon,,Acinetobacter,,,UW Madison,Aedes albopictus Bankok insectary larval water,,,Ae. albopictus Bankok insectary laval water,larval water,UW Madison,,,,,Aedes albopictus,Bangkok,lab,Acinetobacter,99.98,pittii,51.52,,Pass,100.0,0.41,4085414.0,190.0,21502.0,487210.0,38.8,3953.0,204748.0,3680913.0,128.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.94,0.93,True
HN071,contig00012,region001,RiPP,False,[41828:42692](+),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,HN071,UW-1,9/29/21,11/01/2021,G5,,,Coon,,Acinetobacter,,,UW Madison,Aedes albopictus Bankok insectary larval water,,,Ae. albopictus Bankok insectary laval water,larval water,UW Madison,,,,,Aedes albopictus,Bangkok,lab,Acinetobacter,99.98,pittii,51.52,,Pass,100.0,0.41,4085414.0,190.0,21502.0,487210.0,38.8,3953.0,204748.0,3680913.0,128.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.94,0.93,True
HN071,contig00023,region001,RiPP,True,[1962:4153],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,HN071,UW-1,9/29/21,11/01/2021,G5,,,Coon,,Acinetobacter,,,UW Madison,Aedes albopictus Bankok insectary larval water,,,Ae. albopictus Bankok insectary laval water,larval water,UW Madison,,,,,Aedes albopictus,Bangkok,lab,Acinetobacter,99.98,pittii,51.52,,Pass,100.0,0.41,4085414.0,190.0,21502.0,487210.0,38.8,3953.0,204748.0,3680913.0,128.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.94,0.93,True
HN073,contig00001,region001,other,False,[226664:231093],20000.0,IucA_IucC,siderophore,1.0,single,HN073,UW-1,9/29/21,11/01/2021,H5,,,Coon,,Enterobacter,,,UW Madison,Aedes albopictus IL insectary larval water,,"KanS, StrepS, TetS, ChlorPR, AmpR",Ae. albopictus IL insectary larval water,larval water,UW Madison,,,,,Aedes albopictus,IL,lab,Enterobacter,93.11,absuriae,10.16,,Pass,99.97,0.53,4850928.0,119.0,40764.0,586187.0,55.8,4558.0,281608.0,3894183.0,114.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.23,0.91,True
HN073,contig00003,region001,NRPS,False,[272444:276302](+),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN073,UW-1,9/29/21,11/01/2021,H5,,,Coon,,Enterobacter,,,UW Madison,Aedes albopictus IL insectary larval water,,"KanS, StrepS, TetS, ChlorPR, AmpR",Ae. albopictus IL insectary larval water,larval water,UW Madison,,,,,Aedes albopictus,IL,lab,Enterobacter,93.11,absuriae,10.16,,Pass,99.97,0.53,4850928.0,119.0,40764.0,586187.0,55.8,4558.0,281608.0,3894183.0,114.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.23,0.91,True
HN073,contig00007,region001,RiPP,False,[195913:202217],20000.0,((YcaO or TIGR03882) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN073,UW-1,9/29/21,11/01/2021,H5,,,Coon,,Enterobacter,,,UW Madison,Aedes albopictus IL insectary larval water,,"KanS, StrepS, TetS, ChlorPR, AmpR",Ae. albopictus IL insectary larval water,larval water,UW Madison,,,,,Aedes albopictus,IL,lab,Enterobacter,93.11,absuriae,10.16,,Pass,99.97,0.53,4850928.0,119.0,40764.0,586187.0,55.8,4558.0,281608.0,3894183.0,114.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.23,0.91,True
HN073,contig00008,region001,other,False,[18871:19510](-),20000.0,Autoind_synth,hserlactone,1.0,single,HN073,UW-1,9/29/21,11/01/2021,H5,,,Coon,,Enterobacter,,,UW Madison,Aedes albopictus IL insectary larval water,,"KanS, StrepS, TetS, ChlorPR, AmpR",Ae. albopictus IL insectary larval water,larval water,UW Madison,,,,,Aedes albopictus,IL,lab,Enterobacter,93.11,absuriae,10.16,,Pass,99.97,0.53,4850928.0,119.0,40764.0,586187.0,55.8,4558.0,281608.0,3894183.0,114.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.23,0.91,True
HN073,contig00010,region001,other,False,[128319:131889],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN073,UW-1,9/29/21,11/01/2021,H5,,,Coon,,Enterobacter,,,UW Madison,Aedes albopictus IL insectary larval water,,"KanS, StrepS, TetS, ChlorPR, AmpR",Ae. albopictus IL insectary larval water,larval water,UW Madison,,,,,Aedes albopictus,IL,lab,Enterobacter,93.11,absuriae,10.16,,Pass,99.97,0.53,4850928.0,119.0,40764.0,586187.0,55.8,4558.0,281608.0,3894183.0,114.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.23,0.91,True
HN079,contig00001,region001,other,False,[55770:61475],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00004,region001,NRPS,False,[155722:159655](+),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00006,region001,other,False,[63512:64166](+),20000.0,Autoind_synth,hserlactone,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00009,region001,other,False,[50785:51490](+),20000.0,Autoind_synth,hserlactone,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00010,region001,other,False,[85510:89107],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00011,region001,RiPP,False,[21371:27950],20000.0,((YcaO or TIGR03882) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00019,region001,other,False,[62227:62932](-),20000.0,Autoind_synth,hserlactone,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00031,region001,NRPS,True,[18986:21176](+),0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,neighbouring,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00032,region001,NRPS,True,[16696:24208],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN079,contig00038,region001,NRPS,True,[16586:27116](-),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN079,UW-1,9/29/21,11/01/2021,A6,,,Coon,,Serratia?,,,UW Madison,Cx. pipiens midgut,,"KanS, StrepS, TetS, ChlorS, AmpPR",Cx. pipiens midgut,mosquito,UW Madison,adult,female,sugar,gut,Culex pipiens,,lab,Serratia,26.12,marcescens,2.39,,Pass,99.98,0.32,5767174.0,170.0,33924.0,378099.0,53.4,5347.0,155842.0,5254907.0,135.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.63,0.85,True
HN087,contig00001,region001,other,False,[599661:604090],20000.0,IucA_IucC,siderophore,1.0,single,HN087,UW-2,07/07/2022,8/19/22,A1,,,Coon,,Enterobacter,,,,insectary larval water,,"KanS, StrepS, TetPR, ChlorPR, AmpR",R2A,larval water,UW Madison,,,,,,,lab,Enterobacter,93.3,asburiae,10.55,,Pass,99.97,0.53,4850065.0,112.0,43304.0,959184.0,55.8,4549.0,285671.0,4628592.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,True
HN087,contig00003,region001,NRPS,False,[272996:276854](+),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN087,UW-2,07/07/2022,8/19/22,A1,,,Coon,,Enterobacter,,,,insectary larval water,,"KanS, StrepS, TetPR, ChlorPR, AmpR",R2A,larval water,UW Madison,,,,,,,lab,Enterobacter,93.3,asburiae,10.55,,Pass,99.97,0.53,4850065.0,112.0,43304.0,959184.0,55.8,4549.0,285671.0,4628592.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,True
HN087,contig00006,region001,RiPP,False,[195913:202217],20000.0,((YcaO or TIGR03882) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN087,UW-2,07/07/2022,8/19/22,A1,,,Coon,,Enterobacter,,,,insectary larval water,,"KanS, StrepS, TetPR, ChlorPR, AmpR",R2A,larval water,UW Madison,,,,,,,lab,Enterobacter,93.3,asburiae,10.55,,Pass,99.97,0.53,4850065.0,112.0,43304.0,959184.0,55.8,4549.0,285671.0,4628592.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,True
HN087,contig00007,region001,other,False,[18871:19510](-),20000.0,Autoind_synth,hserlactone,1.0,single,HN087,UW-2,07/07/2022,8/19/22,A1,,,Coon,,Enterobacter,,,,insectary larval water,,"KanS, StrepS, TetPR, ChlorPR, AmpR",R2A,larval water,UW Madison,,,,,,,lab,Enterobacter,93.3,asburiae,10.55,,Pass,99.97,0.53,4850065.0,112.0,43304.0,959184.0,55.8,4549.0,285671.0,4628592.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,True
HN087,contig00009,region001,other,False,[128319:131889],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN087,UW-2,07/07/2022,8/19/22,A1,,,Coon,,Enterobacter,,,,insectary larval water,,"KanS, StrepS, TetPR, ChlorPR, AmpR",R2A,larval water,UW Madison,,,,,,,lab,Enterobacter,93.3,asburiae,10.55,,Pass,99.97,0.53,4850065.0,112.0,43304.0,959184.0,55.8,4549.0,285671.0,4628592.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,True
HN091,contig00001,region001,other,False,[355094:359523],20000.0,IucA_IucC,siderophore,1.0,single,HN091,UW-2,07/07/2022,8/19/22,B1,,,Coon,,Enterobacter,,,,Ae. alb IL larval H2O A,,"KanS, StrepS, ChlorS, TetPR, AmpR",R2A,larval water,UW Madison,,,,,Aedes albopictus,IL,,Enterobacter,93.4,asburiae,10.72,,Pass,99.97,0.53,4849974.0,108.0,44907.0,959184.0,55.8,4551.0,304348.0,4242200.0,130.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.23,0.91,
HN091,contig00003,region001,NRPS,False,[151533:155391](-),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN091,UW-2,07/07/2022,8/19/22,B1,,,Coon,,Enterobacter,,,,Ae. alb IL larval H2O A,,"KanS, StrepS, ChlorS, TetPR, AmpR",R2A,larval water,UW Madison,,,,,Aedes albopictus,IL,,Enterobacter,93.4,asburiae,10.72,,Pass,99.97,0.53,4849974.0,108.0,44907.0,959184.0,55.8,4551.0,304348.0,4242200.0,130.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.23,0.91,
